Name,API Name,Instance Memory,vCPUs,Memory per vCPU,GPUs,Storage,Linux On Demand cost,Linux Savings Plan,Linux Reserved cost,Linux Spot cost,Windows On Demand cost,Windows Savings Plan,Windows Reserved cost,Windows Spot cost
Standard D64pds v5,D64pds v5,208 GiB,64,3.25 GiB/vCPU,0,2400 GiB,$2.893 hourly,,,$0.5346 hourly,,,,
Standard D64pds v6,D64pds v6,256 GiB,64,4 GiB/vCPU,0,3520 GiB,$2.938 hourly,,,$0.627 hourly,,,,
Standard D64plds v5,D64plds v5,128 GiB,64,2 GiB/vCPU,0,2400 GiB,$2.458 hourly,,,$0.4542 hourly,,,,
Standard D64plds v6,D64plds v6,128 GiB,64,2 GiB/vCPU,0,3520 GiB,$2.496 hourly,,,$0.5326 hourly,,,,
Standard D64pls v5,D64pls v5,128 GiB,64,2 GiB/vCPU,0,0 GiB,$2.176 hourly,,,$0.4021 hourly,,,,
Standard D64pls v6,D64pls v6,128 GiB,64,2 GiB/vCPU,0,0 GiB,$1.984 hourly,,,$0.4234 hourly,,,,
Standard D64ps v5,D64ps v5,208 GiB,64,3.25 GiB/vCPU,0,0 GiB,$2.464 hourly,,,$0.4553 hourly,,,,
Standard D64ps v6,D64ps v6,256 GiB,64,4 GiB/vCPU,0,0 GiB,$2.246 hourly,,,$0.4793 hourly,,,,
D64s v3,D64s v3,256 GiB,64,4 GiB/vCPU,0,512 GiB,$3.072 hourly,,,$0.5677 hourly,$6.016 hourly,,,$1.1118 hourly
D64s v4,D64s v4,256 GiB,64,4 GiB/vCPU,0,0 GiB,$3.072 hourly,,,$0.5677 hourly,$6.016 hourly,,,$1.1118 hourly
D64s v5,D64s v5,256 GiB,64,4 GiB/vCPU,0,0 GiB,$3.072 hourly,,,$0.6224 hourly,$6.016 hourly,,,$1.2188 hourly
D64s v6,D64s v6,256 GiB,64,4 GiB/vCPU,0,0 GiB,$3.226 hourly,,,$0.7071 hourly,$6.17 hourly,,,$1.3525 hourly
D64s v7,D64s v7,256 GiB,64,4 GiB/vCPU,0,0 GiB,,,,,,,,
D64 v3,D64 v3,256 GiB,64,4 GiB/vCPU,0,1600 GiB,$3.072 hourly,,,$0.5677 hourly,$6.016 hourly,,,$1.1118 hourly
D64 v4,D64 v4,256 GiB,64,4 GiB/vCPU,0,0 GiB,$3.072 hourly,,,$0.5677 hourly,$6.016 hourly,,,$1.1118 hourly
D64 v5,D64 v5,256 GiB,64,4 GiB/vCPU,0,0 GiB,$3.072 hourly,,,$0.6224 hourly,$6.016 hourly,,,$1.2188 hourly
D8ads v5,D8ads v5,32 GiB,8,4 GiB/vCPU,0,300 GiB,$0.412 hourly,,,$0.0761 hourly,$0.78 hourly,,,$0.1472 hourly
D8ads v6,D8ads v6,32 GiB,8,4 GiB/vCPU,0,440 GiB,$0.456 hourly,,,$0.0917 hourly,$0.824 hourly,,,$0.1658 hourly
D8ads v7,D8ads v7,32 GiB,8,4 GiB/vCPU,0,440 GiB,$0.456 hourly,,,$0.0843 hourly,$0.824 hourly,,,$0.1523 hourly
D8alds v6,D8alds v6,16 GiB,8,2 GiB/vCPU,0,440 GiB,$0.381 hourly,,,$0.0767 hourly,$0.749 hourly,,,$0.1507 hourly
D8alds v7,D8alds v7,16 GiB,8,2 GiB/vCPU,0,440 GiB,$0.381 hourly,,,$0.0704 hourly,$0.749 hourly,,,$0.1384 hourly
D8als v6,D8als v6,16 GiB,8,2 GiB/vCPU,0,0 GiB,$0.322 hourly,,,$0.0631 hourly,$0.69 hourly,,,$0.1352 hourly
D8als v7,D8als v7,16 GiB,8,2 GiB/vCPU,0,0 GiB,$0.322 hourly,,,$0.0595 hourly,$0.69 hourly,,,$0.1275 hourly
D8as v4,D8as v4,32 GiB,8,4 GiB/vCPU,0,64 GiB,$0.384 hourly,,,$0.071 hourly,$0.752 hourly,,,$0.1416 hourly
D8as v5,D8as v5,32 GiB,8,4 GiB/vCPU,0,0 GiB,$0.344 hourly,,,$0.0636 hourly,$0.712 hourly,,,$0.1344 hourly
D8as v6,D8as v6,32 GiB,8,4 GiB/vCPU,0,0 GiB,$0.363 hourly,,,$0.0711 hourly,$0.731 hourly,,,$0.1433 hourly
D8as v7,D8as v7,32 GiB,8,4 GiB/vCPU,0,0 GiB,$0.363 hourly,,,$0.0671 hourly,$0.731 hourly,,,$0.1351 hourly
D8a v4,D8a v4,32 GiB,8,4 GiB/vCPU,0,200 GiB,$0.384 hourly,,,$0.071 hourly,$0.752 hourly,,,$0.1416 hourly
D8ds v4,D8ds v4,32 GiB,8,4 GiB/vCPU,0,300 GiB,$0.452 hourly,,,$0.1017 hourly,$0.82 hourly,,,$0.1879 hourly
D8ds v5,D8ds v5,32 GiB,8,4 GiB/vCPU,0,300 GiB,$0.452 hourly,,,$0.1022 hourly,$0.82 hourly,,,$0.1879 hourly
D8ds v6,D8ds v6,32 GiB,8,4 GiB/vCPU,0,440 GiB,$0.498 hourly,,,$0.1115 hourly,$0.866 hourly,,,$0.1939 hourly
D8ds v7,D8ds v7,32 GiB,8,4 GiB/vCPU,0,440 GiB,,,,,,,,
D8d v4,D8d v4,32 GiB,8,4 GiB/vCPU,0,300 GiB,$0.452 hourly,,,$0.1017 hourly,$0.82 hourly,,,$0.1879 hourly
D8d v5,D8d v5,32 GiB,8,4 GiB/vCPU,0,300 GiB,$0.452 hourly,,,$0.1022 hourly,$0.82 hourly,,,$0.1879 hourly
D8lds v5,D8lds v5,16 GiB,8,2 GiB/vCPU,0,300 GiB,$0.384 hourly,,,$0.0868 hourly,$0.752 hourly,,,$0.1723 hourly
D8lds v6,D8lds v6,16 GiB,8,2 GiB/vCPU,0,440 GiB,$0.441 hourly,,,$0.0987 hourly,$0.809 hourly,,,$0.1811 hourly
D8lds v7,D8lds v7,16 GiB,8,2 GiB/vCPU,0,440 GiB,,,,,,,,
D8ls v5,D8ls v5,16 GiB,8,2 GiB/vCPU,0,0 GiB,$0.34 hourly,,,$0.0689 hourly,$0.708 hourly,,,$0.1434 hourly
D8ls v6,D8ls v6,16 GiB,8,2 GiB/vCPU,0,0 GiB,$0.357 hourly,,,$0.0783 hourly,$0.725 hourly,,,$0.1589 hourly
D8ls v7,D8ls v7,16 GiB,8,2 GiB/vCPU,0,0 GiB,,,,,,,,
D8nds v6,D8nds v6,32 GiB,8,4 GiB/vCPU,0,440 GiB,$0.723 hourly,,,$0.1619 hourly,$1.091 hourly,,,$0.2443 hourly
D8nlds v6,D8nlds v6,16 GiB,8,2 GiB/vCPU,0,440 GiB,$0.578 hourly,,,$0.1294 hourly,$0.946 hourly,,,$0.2118 hourly
D8nls v6,D8nls v6,16 GiB,8,2 GiB/vCPU,0,0 GiB,$0.468 hourly,,,$0.1026 hourly,$0.836 hourly,,,$0.1833 hourly
D8ns v6,D8ns v6,32 GiB,8,4 GiB/vCPU,0,0 GiB,$0.585 hourly,,,$0.1282 hourly,$0.953 hourly,,,$0.2089 hourly
Standard D8pds v5,D8pds v5,32 GiB,8,4 GiB/vCPU,0,300 GiB,$0.362 hourly,,,$0.0669 hourly,,,,
Standard D8pds v6,D8pds v6,32 GiB,8,4 GiB/vCPU,0,440 GiB,$0.367 hourly,,,$0.0783 hourly,,,,
Standard D8plds v5,D8plds v5,16 GiB,8,2 GiB/vCPU,0,300 GiB,$0.307 hourly,,,$0.0567 hourly,,,,
Standard D8plds v6,D8plds v6,16 GiB,8,2 GiB/vCPU,0,440 GiB,$0.312 hourly,,,$0.0666 hourly,,,,
Standard D8pls v5,D8pls v5,16 GiB,8,2 GiB/vCPU,0,0 GiB,$0.272 hourly,,,$0.0503 hourly,,,,
Standard D8pls v6,D8pls v6,16 GiB,8,2 GiB/vCPU,0,0 GiB,$0.248 hourly,,,$0.0529 hourly,,,,
Standard D8ps v5,D8ps v5,32 GiB,8,4 GiB/vCPU,0,0 GiB,$0.308 hourly,,,$0.0569 hourly,,,,
Standard D8ps v6,D8ps v6,32 GiB,8,4 GiB/vCPU,0,0 GiB,$0.281 hourly,,,$0.06 hourly,,,,
D8s v3,D8s v3,32 GiB,8,4 GiB/vCPU,0,64 GiB,$0.384 hourly,,,$0.071 hourly,$0.752 hourly,,,$0.139 hourly
D8s v4,D8s v4,32 GiB,8,4 GiB/vCPU,0,0 GiB,$0.384 hourly,,,$0.071 hourly,$0.752 hourly,,,$0.139 hourly
D8s v5,D8s v5,32 GiB,8,4 GiB/vCPU,0,0 GiB,$0.384 hourly,,,$0.0778 hourly,$0.752 hourly,,,$0.1524 hourly
D8s v6,D8s v6,32 GiB,8,4 GiB/vCPU,0,0 GiB,$0.403 hourly,,,$0.0883 hourly,$0.771 hourly,,,$0.169 hourly
D8s v7,D8s v7,32 GiB,8,4 GiB/vCPU,0,0 GiB,,,,,,,,
D8 v3,D8 v3,32 GiB,8,4 GiB/vCPU,0,200 GiB,$0.384 hourly,,,$0.071 hourly,$0.752 hourly,,,$0.139 hourly
D8 v4,D8 v4,32 GiB,8,4 GiB/vCPU,0,0 GiB,$0.384 hourly,,,$0.071 hourly,$0.752 hourly,,,$0.139 hourly
D8 v5,D8 v5,32 GiB,8,4 GiB/vCPU,0,0 GiB,$0.384 hourly,,,$0.0778 hourly,$0.752 hourly,,,$0.1524 hourly
D96ads v5,D96ads v5,384 GiB,96,4 GiB/vCPU,0,3600 GiB,$4.944 hourly,,,$0.9137 hourly,$9.36 hourly,,,$1.7662 hourly
D96ads v6,D96ads v6,384 GiB,96,4 GiB/vCPU,0,5280 GiB,$5.472 hourly,,,$1.101 hourly,$9.888 hourly,,,$1.9895 hourly
D96ads v7,D96ads v7,384 GiB,96,4 GiB/vCPU,0,5280 GiB,$5.472 hourly,,,$1.0112 hourly,$9.888 hourly,,,$1.8273 hourly
D96alds v6,D96alds v6,192 GiB,96,2 GiB/vCPU,0,5280 GiB,$4.57 hourly,,,$0.9195 hourly,$8.986 hourly,,,$1.808 hourly
D96alds v7,D96alds v7,192 GiB,96,2 GiB/vCPU,0,5280 GiB,$4.57 hourly,,,$0.8445 hourly,$8.986 hourly,,,$1.6606 hourly
D96als v6,D96als v6,192 GiB,96,2 GiB/vCPU,0,0 GiB,$3.859 hourly,,,$0.7564 hourly,$8.275 hourly,,,$1.6219 hourly
D96als v7,D96als v7,192 GiB,96,2 GiB/vCPU,0,0 GiB,$3.859 hourly,,,$0.7131 hourly,$8.275 hourly,,,$1.5292 hourly
D96as v4,D96as v4,384 GiB,96,4 GiB/vCPU,0,768 GiB,$4.608 hourly,,,$0.8516 hourly,$9.024 hourly,,,$1.6992 hourly
D96as v5,D96as v5,384 GiB,96,4 GiB/vCPU,0,0 GiB,$4.128 hourly,,,$0.7629 hourly,$8.544 hourly,,,$1.6123 hourly
D96as v6,D96as v6,384 GiB,96,4 GiB/vCPU,0,0 GiB,$4.358 hourly,,,$0.8542 hourly,$8.774 hourly,,,$1.7197 hourly
D96as v7,D96as v7,384 GiB,96,4 GiB/vCPU,0,0 GiB,$4.358 hourly,,,$0.8054 hourly,$8.774 hourly,,,$1.6214 hourly
D96a v4,D96a v4,384 GiB,96,4 GiB/vCPU,0,2400 GiB,$4.608 hourly,,,$0.8516 hourly,$9.024 hourly,,,$1.6992 hourly
D96ds v5,D96ds v5,384 GiB,96,4 GiB/vCPU,0,3600 GiB,$5.424 hourly,,,$1.2258 hourly,$9.84 hourly,,,$2.2543 hourly
D96ds v6,D96ds v6,384 GiB,96,4 GiB/vCPU,0,5280 GiB,$5.98 hourly,,,$1.3389 hourly,$10.396 hourly,,,$2.3277 hourly
D96ds v7,D96ds v7,384 GiB,96,4 GiB/vCPU,0,5280 GiB,,,,,,,,
D96d v5,D96d v5,384 GiB,96,4 GiB/vCPU,0,3600 GiB,$5.424 hourly,,,$1.2258 hourly,$9.84 hourly,,,$2.2543 hourly
D96lds v5,D96lds v5,192 GiB,96,2 GiB/vCPU,0,3600 GiB,$4.608 hourly,,,$1.0414 hourly,$9.024 hourly,,,$2.0674 hourly
D96lds v6,D96lds v6,192 GiB,96,2 GiB/vCPU,0,5280 GiB,$5.295 hourly,,,$1.1856 hourly,$9.711 hourly,,,$2.1743 hourly
D96lds v7,D96lds v7,192 GiB,96,2 GiB/vCPU,0,5280 GiB,,,,,,,,
D96ls v5,D96ls v5,192 GiB,96,2 GiB/vCPU,0,0 GiB,$4.08 hourly,,,$0.8266 hourly,$8.496 hourly,,,$1.7213 hourly
D96ls v6,D96ls v6,192 GiB,96,2 GiB/vCPU,0,0 GiB,$4.284 hourly,,,$0.9391 hourly,$8.70 hourly,,,$1.907 hourly
D96ls v7,D96ls v7,192 GiB,96,2 GiB/vCPU,0,0 GiB,,,,,,,,
D96nds v6,D96nds v6,384 GiB,96,4 GiB/vCPU,0,5280 GiB,$8.671 hourly,,,$1.9414 hourly,$13.087 hourly,,,$2.9302 hourly
D96nlds v6,D96nlds v6,192 GiB,96,2 GiB/vCPU,0,5280 GiB,$6.937 hourly,,,$1.5532 hourly,$11.353 hourly,,,$2.5419 hourly
D96nls v6,D96nls v6,192 GiB,96,2 GiB/vCPU,0,0 GiB,$5.613 hourly,,,$1.2304 hourly,$10.029 hourly,,,$2.1984 hourly
D96ns v6,D96ns v6,384 GiB,96,4 GiB/vCPU,0,0 GiB,$7.016 hourly,,,$1.5379 hourly,$11.432 hourly,,,$2.5059 hourly
Standard D96pds v6,D96pds v6,384 GiB,96,4 GiB/vCPU,0,5280 GiB,$4.406 hourly,,,$0.9402 hourly,,,,
Standard D96plds v6,D96plds v6,192 GiB,96,2 GiB/vCPU,0,5280 GiB,$3.744 hourly,,,$0.799 hourly,,,,
Standard D96pls v6,D96pls v6,192 GiB,96,2 GiB/vCPU,0,0 GiB,$2.976 hourly,,,$0.6351 hourly,,,,
Standard D96ps v6,D96ps v6,384 GiB,96,4 GiB/vCPU,0,0 GiB,$3.37 hourly,,,$0.7192 hourly,,,,
D96s v5,D96s v5,384 GiB,96,4 GiB/vCPU,0,0 GiB,$4.608 hourly,,,$0.9336 hourly,$9.024 hourly,,,$1.8283 hourly
D96s v6,D96s v6,384 GiB,96,4 GiB/vCPU,0,0 GiB,$4.838 hourly,,,$1.0605 hourly,$9.254 hourly,,,$2.0285 hourly
D96s v7,D96s v7,384 GiB,96,4 GiB/vCPU,0,0 GiB,,,,,,,,
D96 v5,D96 v5,384 GiB,96,4 GiB/vCPU,0,0 GiB,$4.608 hourly,,,$0.9336 hourly,$9.024 hourly,,,$1.8283 hourly
DC128eds v6,DC128eds v6,512 GiB,128,4 GiB/vCPU,0,7040 GiB,$7.973 hourly,,,$1.4734 hourly,$13.861 hourly,,,$2.5615 hourly
DC128es v6,DC128es v6,512 GiB,128,4 GiB/vCPU,0,0 GiB,$6.451 hourly,,,$1.1921 hourly,$12.339 hourly,,,$2.2802 hourly
DC16ads v5,DC16ads v5,64 GiB,16,4 GiB/vCPU,0,600 GiB,$0.824 hourly,,,$0.1523 hourly,$1.56 hourly,,,$0.2883 hourly
DC16ads v6,DC16ads v6,64 GiB,16,4 GiB/vCPU,0,600 GiB,$0.912 hourly,,,$0.1685 hourly,$1.648 hourly,,,$0.3046 hourly
DC16as v5,DC16as v5,64 GiB,16,4 GiB/vCPU,0,0 GiB,$0.688 hourly,,,$0.1271 hourly,$1.424 hourly,,,$0.2632 hourly
DC16as v6,DC16as v6,64 GiB,16,4 GiB/vCPU,0,0 GiB,$0.726 hourly,,,$0.1342 hourly,$1.462 hourly,,,$0.2702 hourly
DC16ds v3,DC16ds v3,128 GiB,16,8 GiB/vCPU,0,1200 GiB,$1.808 hourly,,,$0.3341 hourly,$2.544 hourly,,,$0.4701 hourly
DC16eds v6,DC16eds v6,64 GiB,16,4 GiB/vCPU,0,880 GiB,$0.997 hourly,,,$0.1842 hourly,$1.733 hourly,,,$0.3203 hourly
DC16es v6,DC16es v6,64 GiB,16,4 GiB/vCPU,0,0 GiB,$0.806 hourly,,,$0.1489 hourly,$1.542 hourly,,,$0.285 hourly
DC16s v3,DC16s v3,128 GiB,16,8 GiB/vCPU,0,0 GiB,$1.536 hourly,,,$0.2839 hourly,$2.272 hourly,,,$0.4199 hourly
DC1ds v3,DC1ds v3,8 GiB,1,8 GiB/vCPU,0,75 GiB,$0.113 hourly,,,$0.0209 hourly,$0.159 hourly,,,$0.0294 hourly
DC1s v2,DC1s v2,4 GiB,1,4 GiB/vCPU,0,50 GiB,$0.096 hourly,,,$0.0177 hourly,$0.142 hourly,,,$0.0262 hourly
DC1s v3,DC1s v3,8 GiB,1,8 GiB/vCPU,0,0 GiB,$0.096 hourly,,,$0.0177 hourly,$0.142 hourly,,,$0.0262 hourly
DC24ds v3,DC24ds v3,192 GiB,24,8 GiB/vCPU,0,1800 GiB,$2.712 hourly,,,$0.5012 hourly,$3.816 hourly,,,$0.7052 hourly
DC24s v3,DC24s v3,192 GiB,24,8 GiB/vCPU,0,0 GiB,$2.304 hourly,,,$0.4258 hourly,$3.408 hourly,,,$0.6298 hourly
DC2ads v5,DC2ads v5,8 GiB,2,4 GiB/vCPU,0,75 GiB,$0.103 hourly,,,$0.019 hourly,$0.195 hourly,,,$0.036 hourly
DC2ads v6,DC2ads v6,8 GiB,2,4 GiB/vCPU,0,75 GiB,$0.114 hourly,,,$0.0211 hourly,$0.206 hourly,,,$0.0381 hourly
DC2as v5,DC2as v5,8 GiB,2,4 GiB/vCPU,0,0 GiB,$0.086 hourly,,,$0.0159 hourly,$0.178 hourly,,,$0.0329 hourly
DC2as v6,DC2as v6,8 GiB,2,4 GiB/vCPU,0,0 GiB,$0.0908 hourly,,,$0.0168 hourly,$0.183 hourly,,,$0.0338 hourly
DC2ds v3,DC2ds v3,16 GiB,2,8 GiB/vCPU,0,150 GiB,$0.226 hourly,,,$0.0418 hourly,$0.318 hourly,,,$0.0588 hourly
DC2eds v6,DC2eds v6,8 GiB,2,4 GiB/vCPU,0,110 GiB,$0.125 hourly,,,$0.0231 hourly,$0.217 hourly,,,$0.0401 hourly
DC2es v6,DC2es v6,8 GiB,2,4 GiB/vCPU,0,0 GiB,$0.101 hourly,,,$0.0187 hourly,$0.193 hourly,,,$0.0357 hourly
DC2s v2,DC2s v2,8 GiB,2,4 GiB/vCPU,0,100 GiB,$0.192 hourly,,,$0.0355 hourly,$0.284 hourly,,,$0.0525 hourly
DC2s v3,DC2s v3,16 GiB,2,8 GiB/vCPU,0,0 GiB,$0.192 hourly,,,$0.0355 hourly,$0.284 hourly,,,$0.0525 hourly
DC32ads v5,DC32ads v5,128 GiB,32,4 GiB/vCPU,0,1200 GiB,$1.648 hourly,,,$0.3046 hourly,$3.12 hourly,,,$0.5766 hourly
DC32ads v6,DC32ads v6,128 GiB,32,4 GiB/vCPU,0,1200 GiB,$1.824 hourly,,,$0.3371 hourly,$3.296 hourly,,,$0.6091 hourly
DC32as v5,DC32as v5,128 GiB,32,4 GiB/vCPU,0,0 GiB,$1.376 hourly,,,$0.2543 hourly,$2.848 hourly,,,$0.5263 hourly
DC32as v6,DC32as v6,128 GiB,32,4 GiB/vCPU,0,0 GiB,$1.453 hourly,,,$0.2685 hourly,$2.925 hourly,,,$0.5405 hourly
DC32ds v3,DC32ds v3,256 GiB,32,8 GiB/vCPU,0,2400 GiB,$3.616 hourly,,,$0.6682 hourly,$5.088 hourly,,,$0.9403 hourly
DC32eds v6,DC32eds v6,128 GiB,32,4 GiB/vCPU,0,1760 GiB,$1.993 hourly,,,$0.3683 hourly,$3.465 hourly,,,$0.6403 hourly
DC32es v6,DC32es v6,128 GiB,32,4 GiB/vCPU,0,0 GiB,$1.613 hourly,,,$0.2981 hourly,$3.085 hourly,,,$0.5701 hourly
DC32s v3,DC32s v3,256 GiB,32,8 GiB/vCPU,0,0 GiB,$3.072 hourly,,,$0.5677 hourly,$4.544 hourly,,,$0.8397 hourly
DC48ads v5,DC48ads v5,192 GiB,48,4 GiB/vCPU,0,1800 GiB,$2.472 hourly,,,$0.4568 hourly,$4.68 hourly,,,$0.8649 hourly
DC48ads v6,DC48ads v6,192 GiB,48,4 GiB/vCPU,0,1800 GiB,$2.736 hourly,,,$0.5056 hourly,$4.944 hourly,,,$0.9137 hourly
DC48as v5,DC48as v5,192 GiB,48,4 GiB/vCPU,0,0 GiB,$2.064 hourly,,,$0.3814 hourly,$4.272 hourly,,,$0.7895 hourly
DC48as v6,DC48as v6,192 GiB,48,4 GiB/vCPU,0,0 GiB,$2.179 hourly,,,$0.4027 hourly,$4.387 hourly,,,$0.8107 hourly
DC48ds v3,DC48ds v3,384 GiB,48,8 GiB/vCPU,0,2400 GiB,$5.424 hourly,,,$1.0024 hourly,$7.632 hourly,,,$1.4104 hourly
DC48eds v6,DC48eds v6,192 GiB,48,4 GiB/vCPU,0,2640 GiB,$2.99 hourly,,,$0.5526 hourly,$5.198 hourly,,,$0.9606 hourly
DC48es v6,DC48es v6,192 GiB,48,4 GiB/vCPU,0,0 GiB,$2.419 hourly,,,$0.447 hourly,$4.627 hourly,,,$0.8551 hourly
DC48s v3,DC48s v3,384 GiB,48,8 GiB/vCPU,0,0 GiB,$4.608 hourly,,,$0.8516 hourly,$6.816 hourly,,,$1.2596 hourly
DC4ads v5,DC4ads v5,16 GiB,4,4 GiB/vCPU,0,150 GiB,$0.206 hourly,,,$0.0381 hourly,$0.39 hourly,,,$0.0721 hourly
DC4ads v6,DC4ads v6,16 GiB,4,4 GiB/vCPU,0,150 GiB,$0.228 hourly,,,$0.0421 hourly,$0.412 hourly,,,$0.0761 hourly
DC4as v5,DC4as v5,16 GiB,4,4 GiB/vCPU,0,0 GiB,$0.172 hourly,,,$0.0318 hourly,$0.356 hourly,,,$0.0658 hourly
DC4as v6,DC4as v6,16 GiB,4,4 GiB/vCPU,0,0 GiB,$0.182 hourly,,,$0.0336 hourly,$0.366 hourly,,,$0.0676 hourly
DC4ds v3,DC4ds v3,32 GiB,4,8 GiB/vCPU,0,300 GiB,$0.452 hourly,,,$0.0835 hourly,$0.636 hourly,,,$0.1175 hourly
DC4eds v6,DC4eds v6,16 GiB,4,4 GiB/vCPU,0,220 GiB,$0.249 hourly,,,$0.046 hourly,$0.433 hourly,,,$0.08 hourly
DC4es v6,DC4es v6,16 GiB,4,4 GiB/vCPU,0,0 GiB,$0.202 hourly,,,$0.0373 hourly,$0.386 hourly,,,$0.0713 hourly
DC4s v2,DC4s v2,16 GiB,4,4 GiB/vCPU,0,200 GiB,$0.384 hourly,,,$0.071 hourly,$0.568 hourly,,,$0.105 hourly
DC4s v3,DC4s v3,32 GiB,4,8 GiB/vCPU,0,0 GiB,$0.384 hourly,,,$0.071 hourly,$0.568 hourly,,,$0.105 hourly
DC64ads v5,DC64ads v5,256 GiB,64,4 GiB/vCPU,0,2400 GiB,$3.296 hourly,,,$0.6091 hourly,$6.24 hourly,,,$1.1532 hourly
DC64ads v6,DC64ads v6,256 GiB,64,4 GiB/vCPU,0,2400 GiB,$3.648 hourly,,,$0.6742 hourly,$6.592 hourly,,,$1.2182 hourly
DC64as v5,DC64as v5,256 GiB,64,4 GiB/vCPU,0,0 GiB,$2.752 hourly,,,$0.5086 hourly,$5.696 hourly,,,$1.0526 hourly
DC64as v6,DC64as v6,256 GiB,64,4 GiB/vCPU,0,0 GiB,$2.906 hourly,,,$0.537 hourly,$5.85 hourly,,,$1.0811 hourly
DC64eds v6,DC64eds v6,256 GiB,64,4 GiB/vCPU,0,3520 GiB,$3.987 hourly,,,$0.7368 hourly,$6.931 hourly,,,$1.2808 hourly
DC64es v6,DC64es v6,256 GiB,64,4 GiB/vCPU,0,0 GiB,$3.226 hourly,,,$0.5962 hourly,$6.17 hourly,,,$1.1402 hourly
DC8ads v5,DC8ads v5,32 GiB,8,4 GiB/vCPU,0,300 GiB,$0.412 hourly,,,$0.0761 hourly,$0.78 hourly,,,$0.1441 hourly
DC8ads v6,DC8ads v6,32 GiB,8,4 GiB/vCPU,0,300 GiB,$0.456 hourly,,,$0.0843 hourly,$0.824 hourly,,,$0.1523 hourly
DC8as v5,DC8as v5,32 GiB,8,4 GiB/vCPU,0,0 GiB,$0.344 hourly,,,$0.0636 hourly,$0.712 hourly,,,$0.1316 hourly
DC8as v6,DC8as v6,32 GiB,8,4 GiB/vCPU,0,0 GiB,$0.363 hourly,,,$0.0671 hourly,$0.731 hourly,,,$0.1351 hourly
DC8ds v3,DC8ds v3,64 GiB,8,8 GiB/vCPU,0,600 GiB,$0.904 hourly,,,$0.1671 hourly,$1.272 hourly,,,$0.2351 hourly
DC8eds v6,DC8eds v6,32 GiB,8,4 GiB/vCPU,0,440 GiB,$0.498 hourly,,,$0.092 hourly,$0.866 hourly,,,$0.16 hourly
DC8es v6,DC8es v6,32 GiB,8,4 GiB/vCPU,0,0 GiB,$0.403 hourly,,,$0.0745 hourly,$0.771 hourly,,,$0.1425 hourly
DC8 v2,DC8 v2,32 GiB,8,4 GiB/vCPU,0,400 GiB,$0.768 hourly,,,$0.1419 hourly,$1.136 hourly,,,$0.2099 hourly
DC8s v3,DC8s v3,64 GiB,8,8 GiB/vCPU,0,0 GiB,$0.768 hourly,,,$0.1419 hourly,$1.136 hourly,,,$0.2099 hourly
DC96ads v5,DC96ads v5,384 GiB,96,4 GiB/vCPU,0,3600 GiB,$4.944 hourly,,,$0.9137 hourly,$9.36 hourly,,,$1.7297 hourly
DC96ads v6,DC96ads v6,384 GiB,96,4 GiB/vCPU,0,3600 GiB,$5.472 hourly,,,$1.0112 hourly,$9.888 hourly,,,$1.8273 hourly
DC96as v5,DC96as v5,384 GiB,96,4 GiB/vCPU,0,0 GiB,$4.128 hourly,,,$0.7629 hourly,$8.544 hourly,,,$1.5789 hourly
DC96as v6,DC96as v6,384 GiB,96,4 GiB/vCPU,0,0 GiB,$4.358 hourly,,,$0.8054 hourly,$8.774 hourly,,,$1.6214 hourly
DC96eds v6,DC96eds v6,384 GiB,96,4 GiB/vCPU,0,5280 GiB,$5.98 hourly,,,$1.1051 hourly,$10.396 hourly,,,$1.9212 hourly
DC96es v6,DC96es v6,384 GiB,96,4 GiB/vCPU,0,0 GiB,$4.838 hourly,,,$0.8941 hourly,$9.254 hourly,,,$1.7101 hourly
DS11-1 v2,DS11-1 v2,14 GiB,2,7 GiB/vCPU,0,28 GiB,$0.185 hourly,,,$0.0342 hourly,$0.238 hourly,,,$0.0445 hourly
DS11 v2,DS11 v2,14 GiB,2,7 GiB/vCPU,0,28 GiB,$0.185 hourly,,,$0.0342 hourly,$0.238 hourly,,,$0.0445 hourly
DS12-2 v2,DS12-2 v2,28 GiB,4,7 GiB/vCPU,0,56 GiB,$0.371 hourly,,,$0.0686 hourly,$0.528 hourly,,,$0.0986 hourly
DS12 v2,DS12 v2,28 GiB,4,7 GiB/vCPU,0,56 GiB,$0.371 hourly,,,$0.0686 hourly,$0.476 hourly,,,$0.0889 hourly
DS13-4 v2,DS13-4 v2,56 GiB,8,7 GiB/vCPU,0,112 GiB,$0.741 hourly,,,$0.1369 hourly,$0.952 hourly,,,$0.1778 hourly
DS13 v2,DS13 v2,56 GiB,8,7 GiB/vCPU,0,112 GiB,$0.741 hourly,,,$0.1369 hourly,$0.952 hourly,,,$0.1778 hourly
DS14-8 v2,DS14-8 v2,112 GiB,16,7 GiB/vCPU,0,224 GiB,$1.482 hourly,,,$0.2739 hourly,$1.904 hourly,,,$0.3557 hourly
DS14 v2,DS14 v2,112 GiB,16,7 GiB/vCPU,0,224 GiB,$1.482 hourly,,,$0.2739 hourly,$1.904 hourly,,,$0.3557 hourly
DS15i v2,DS15i v2,140 GiB,20,7 GiB/vCPU,0,280 GiB,$1.853 hourly,,,$0.3424 hourly,$2.38 hourly,,,$0.4446 hourly
DS15 v2,DS15 v2,140 GiB,20,7 GiB/vCPU,0,280 GiB,$1.853 hourly,,,$0.3424 hourly,$2.38 hourly,,,$0.4446 hourly
